agency_id,agency_name,agency_type,agency_state_abbr,agency_state_fips,agency_state_name,ori_codes,ori_code_count,agency_total_shootings_original
2131,South Charleston Police Department,local_police,WV,54,West Virginia,WV02006,1,1
1727,South Dakota Highway Patrol,state_police,SD,46,South Dakota,SD03299;SDDMP00,2,2
2233,South Elgin Police Department,local_police,IL,17,Illinois,IL04513,1,1
24434,Southfield Police Department,local_police,MI,26,Michigan,MI63751,1,1
494,South Gate Police Department,local_police,CA,06,California,CA01969,1,6
3309,South Hill Police Department,local_police,VA,51,Virginia,VA05805,1,1
3370,South Jordan Police Department,local_police,UT,49,Utah,UT01818,1,2
3600,Southlake Police Department,local_police,TX,48,Texas,TX22032,1,1
584,South Lake Tahoe Police Department,local_police,CA,06,California,CA00902,1,2
689,South Londonderry Township Police Department,local_police,PA,42,Pennsylvania,PA03822,1,1
2916,South Milwaukee Police Department,local_police,WI,55,Wisconsin,WI04114,1,1
2670,South Ogden Police Department,local_police,UT,49,Utah,UT02903,1,2
2369,Southold Police Department,local_police,NY,36,New York,NY05159,1,1
1793,South Pasadena Police Department,local_police,CA,06,California,CA01970,1,2
24380,South Portland Police Department,local_police,ME,23,Maine,ME00306,1,1
2218,South Salt Lake Police Department,local_police,UT,49,Utah,UT01804,1,3
1752,South San Francisco Police Department,local_police,CA,06,California,CA04117,1,2
2480,South Sioux City Police Department,local_police,NE,31,Nebraska,NB02201,1,1
1577,South Tucson Police Department,local_police,AZ,04,Arizona,AZ01001,1,1
2254,South Whitehall Township Police Department,local_police,PA,42,Pennsylvania,PA03913,1,1
1896,Spalding County Sheriff's Office,sheriff,GA,13,Georgia,GA12600,1,3
753,Spanish Fork Police Department,local_police,UT,49,Utah,UT02507,1,1
3182,Spanish Fort Police Department,local_police,AL,01,Alabama,AL00513,1,1
1163,Sparks Police,local_police,NV,32,Nevada,NV01602,1,14
163,Spartanburg County Sheriff's Department,sheriff,SC,45,South Carolina,SC04200,1,13
909,Spartanburg Methodist College Police Department,local_other,SC,45,South Carolina,SC04216,1,2
220,Spartanburg Police Department,local_police,SC,45,South Carolina,SC04201,1,2
2621,Sparta Police Department,local_police,WI,55,Wisconsin,WI04202,1,1
3311,Speedway Police Department,local_police,IN,18,Indiana,IN0490300,1,1
1816,Spencer Police Department,local_police,MA,25,Massachusetts,MA01446,1,1
24515,Spirit Lake Police Department,local_police,ID,16,Idaho,ID02804,1,1
24516,Spiro Police Department,local_police,OK,40,Oklahoma,OK04027,1,1
2264,Spokane County Sheriff's Department,sheriff,WA,53,Washington,WA03200,1,13
708,Spokane Police Department,local_police,WA,53,Washington,WA03204,1,22
2558,Spokane Valley Police Department,local_police,WA,53,Washington,WA03215,1,1
2094,Spotsylvania County Sheriff's Department,sheriff,VA,51,Virginia,VA08800,1,2
24532,Spring Branch Independent School District Police Department,local_other,TX,48,Texas,TX10170,1,1
1477,Springdale Police Department,local_police,AR,05,Arkansas,AR07202,1,4
3272,Springfield-Greene County Park Rangers,local_other,MO,29,Missouri,MO03918,1,1
2387,Springfield Police Department,local_police,FL,12,Florida,FL00305,1,2
2967,Springfield Police Department,local_police,IL,17,Illinois,IL08402,1,2
3347,Springfield Police Department,local_police,MA,25,Massachusetts,MA00718,1,3
350,Springfield Police Department,local_police,MO,29,Missouri,MO03903,1,14
1813,Springfield Police Department,local_police,OR,41,Oregon,OR02006,1,4
24585,Springfield Police Department,local_police,TN,47,Tennessee,TN07401,1,1
3590,Springfield Township Police Department,local_police,OH,39,Ohio,OH03134;OH05016;OH07725,3,1
1592,Springfield Township Police (Hamilton Co.),local_police,OH,39,Ohio,OH03134,1,1
24537,Spring Garden Township Police Department,local_police,PA,42,Pennsylvania,PA06703,1,2
1591,Spring Hill Police Department,local_police,TN,47,Tennessee,TN06003,1,1
3486,Springville Police Department,local_police,UT,49,Utah,UT02508,1,2
2896,Spruce Pine Police Department,local_police,NC,37,North Carolina,NC06101,1,1
1387,Stafford County Sheriff's Department,sheriff,VA,51,Virginia,VA08900,1,3
24607,St. Albans Saint Albans Police Department,local_police,WV,54,West Virginia,WV02005,1,1
1566,Stamford Police Department,local_police,CT,09,Connecticut,CT00135,1,1
1672,Stanislaus County Sheriff's Department,sheriff,CA,06,California,CA05000,1,8
1292,Stanislaus Drug Enforcement Agency,local_other,CA,06,California,CA05018,1,1
1359,St. Anthony Police Department,local_police,MN,27,Minnesota,MN02720,1,1
1584,Starke County Sheriff's Department,sheriff,IN,18,Indiana,IN07500,1,1
3489,Star Police Department,local_police,IA,19,Iowa,,0,1
28841,Star Police Department,local_police,ID,16,Idaho,,0,1
3191,State Bureau of Investigations Drug Enforcement Task Force,state_other,AL,01,Alabama,,0,1
2433,State College Police Department,local_police,PA,42,Pennsylvania,PA01403,1,1
2939,St. Augustine Police Department,local_police,FL,12,Florida,FL05501,1,2
786,St. Bernard Parish Sheriff's Department,sheriff,LA,22,Louisiana,LA04400,1,1
2883,St. Charles County Sheriff's Department,sheriff,MO,29,Missouri,MO09200,1,4
24620,St. Charles Parish Sheriff's Office,sheriff,LA,22,Louisiana,LA04500,1,1
24622,St. Charles Police Department,local_police,IL,17,Illinois,IL04514,1,1
3637,St. Charles Police Department,local_police,MO,29,Missouri,MO09203,1,3
3009,St. Clair County Sheriff's Office,sheriff,AL,01,Alabama,AL05800,1,4
24626,St. Clair County Sheriff's Office,sheriff,IL,17,Illinois,IL08200,1,1
24631,St. Clair Police Department,local_police,MO,29,Missouri,MO03605,1,1
2329,St. Clair Shores Police Department,local_police,MI,26,Michigan,MI50722,1,1
2808,St. Cloud Police Department,local_police,FL,12,Florida,FL04901,1,1
2908,St. Cloud Police Department,local_police,MN,27,Minnesota,MN07304,1,1
24636,St. Croix County Sheriff's Office,sheriff,WI,55,Wisconsin,WI05600,1,1
2876,St. Croix Falls Police Department,local_police,WI,55,Wisconsin,WI04902,1,1
1117,Steilacoom Police Department,local_police,WA,53,Washington,WA02711,1,1
3335,Stephenson County Sheriff's Office,sheriff,IL,17,Illinois,IL08900,1,1
2823,Sterling Police Department,local_police,CO,08,Colorado,CO03801,1,2
24882,Steuben County Sheriff's Office,sheriff,NY,36,New York,NY05000,1,1
729,Stevens County Sheriff,sheriff,WA,53,Washington,WA03300,1,2
1501,Stevens County Sheriff's Department,sheriff,MN,27,Minnesota,MN07500,1,1
3462,Stewart County Sheriff's Office,sheriff,TN,47,Tennessee,TN08100,1,1
24649,St. Francois County Sheriff's Office,sheriff,MO,29,Missouri,MO09400,1,1
2077,St. George Police Department,local_police,KS,20,Kansas,KS07504,1,1
3364,St. George Police Department,local_police,UT,49,Utah,UT02701,1,2
2647,St. Helena Parish Sheriff's Office,sheriff,LA,22,Louisiana,LA04600,1,1
2338,Stillwater Police Department,local_police,MN,27,Minnesota,MN08206,1,2
164,Stillwater Police Department,local_police,OK,40,Oklahoma,OK06002,1,2
2056,St. James Police Department,local_police,MN,27,Minnesota,MN08302,1,1
2959,St. John Police Department,local_police,IN,18,Indiana,IN04515,1,1
468,St. John's County Sheriff's Office,sheriff,FL,12,Florida,FL05500,1,5
3480,St. Johns County Sheriff's Office,sheriff,FL,12,Florida,FL05500,1,3
2950,St. Joseph County (PD) Sheriff's Department,sheriff,IN,18,Indiana,IN07100,1,2
1663,St. Joseph Police Department,local_police,MO,29,Missouri,MO01101,1,3
24676,St. Joseph Township Police Department,local_police,MI,26,Michigan,MI11877,1,1
1037,St. Landry Parish Sheriff's Department,sheriff,LA,22,Louisiana,LA04900,1,1
268,St. Louis County Police Department,local_police,MO,29,Missouri,MO09500,1,16
2974,St. Louis County Sheriff's Office,sheriff,MN,27,Minnesota,MN06900,1,3
24693,St. Louis Metro Police Department,local_police,MO,29,Missouri,,0,1
2386,St. Louis Park Police Department,local_other,MN,27,Minnesota,MN02721,1,1
134,St. Louis Police Department,local_police,MO,29,Missouri,MOSPD00,1,33
6,St. Lucie County Sheriff's Office,sheriff,FL,12,Florida,FL05600,1,4
987,St. Martin Parish Sheriff's Department,sheriff,LA,22,Louisiana,LA05000,1,2
1008,St. Mary's Parish Sheriff's Department,sheriff,LA,22,Louisiana,LA05100,1,2
168,Stockton Police Department,local_police,CA,06,California,CA03905,1,17
1704,Stockton Police Department,local_police,IL,17,Illinois,IL04305,1,1
676,Stokes County Sheriff's Department,sheriff,NC,37,North Carolina,NC08500,1,1
945,Stone County Sheriff's Department,sheriff,MO,29,Missouri,MO10500,1,1
2529,Stone County Sheriff's Office,sheriff,AR,05,Arkansas,AR06900,1,1
2794,Stonewood Police Department,local_police,WV,54,West Virginia,WV01705,1,1
1866,Stow Police Department,local_police,OH,39,Ohio,OH07712,1,1
63,St. Paul Police Department,local_police,MN,27,Minnesota,MN06209,1,15
481,St. Petersburg Police Department,local_police,FL,12,Florida,FL05214,1,6
3636,St. Peters Police Department,local_police,MO,29,Missouri,MO09204,1,2
24982,Strasburg Police Department,local_police,VA,51,Virginia,VA08504,1,1
3029,Stratford Police Department,local_police,CT,09,Connecticut,CT00138,1,1
2079,Stratford Police Department,local_police,TX,48,Texas,TX21101,1,1
1682,Strongsville Police Department,local_police,OH,39,Ohio,OH01851,1,1
968,Stroud Area Regional Police Department,local_police,PA,42,Pennsylvania,PA04508,1,1
2422,Struthers Police Department,local_police,OH,39,Ohio,OH05008,1,2
797,St. Tammany Parish Sheriff's Office,sheriff,LA,22,Louisiana,LA05200,1,7
25017,Sturgis Department of Public Safety,local_police,MI,26,Michigan,MI75768,1,1
2074,Stutsman County Sheriff's Department,sheriff,ND,38,North Dakota,ND04700,1,1
25021,Stuttgart Police Department,local_police,AR,05,Arkansas,AR00102,1,1
1714,Suffield Police Department,local_police,CT,09,Connecticut,CT00139,1,1
421,Suffolk County Police Department,local_police,NY,36,New York,NY05100,1,8
2661,Suffolk County Sheriff's Office,sheriff,NY,36,New York,NY05100,1,1
1002,Suffolk Police Department,local_police,VA,51,Virginia,VA12700,1,1
2509,Sugarcreek Police Department,local_police,OH,39,Ohio,OH07905,1,1
3451,Sugar Land Police Department,local_police,TX,48,Texas,TX07905,1,1
25055,Sullivan County Sheriff's Office,sheriff,IN,18,Indiana,IN07700,1,1
2408,Sullivan County Sheriff's Office,sheriff,TN,47,Tennessee,TN08200,1,6
25065,Sullivan Police Department,local_police,MO,29,Missouri,MO02810;MO03606,2,1
25069,Sulphur Police Department,local_police,LA,22,Louisiana,LA01003,1,2
25074,Sulphur Springs Police Department,local_police,TX,48,Texas,TX11202,1,1
632,Summers County Sheriff's Department,sheriff,WV,54,West Virginia,WV04500,1,1
3626,Summersville Police Department,local_police,WV,54,West Virginia,WV03402,1,1
25087,Summerville Police Department,local_police,GA,13,Georgia,GA02701,1,1
25088,Summerville Police Department,local_police,SC,45,South Carolina,SC01802,1,1
25091,Summit County Sheriff's Office,sheriff,CO,08,Colorado,CO05900,1,1
611,Summit County Sheriff's Office,sheriff,OH,39,Ohio,OH07700,1,1
25092,Summit County Sheriff's Office,sheriff,UT,49,Utah,UT02200,1,1
1213,Sumner County Sheriff's Office,sheriff,TN,47,Tennessee,TN08300,1,1
25111,Sumner Police Department,local_police,WA,53,Washington,WA02702,1,1
3118,Sumrall Police Department,local_police,MS,28,Mississippi,MS03703,1,1
2268,Sumter County Sheriff's Department,sheriff,FL,12,Florida,FL06000,1,3
25115,Sumter County Sheriff's Office,sheriff,GA,13,Georgia,GA12900,1,1
2736,Sumter County Sheriff's Office,sheriff,SC,45,South Carolina,SC04300,1,3
1559,Sumter Police Department,local_police,SC,45,South Carolina,SC04301,1,1
25132,Sunland Park Police Department,local_police,NM,35,New Mexico,NM00706,1,1
188,Sunnyvale Police Department,local_police,CA,06,California,CA04316,1,5
1853,Sunrise Police Department,local_police,FL,12,Florida,FL00627,1,2
1540,Surprise Police Department,local_police,AZ,04,Arizona,AZ00727,1,4
1827,Surry County Sheriff's Department,sheriff,NC,37,North Carolina,NC08600,1,2
25217,Swayzee Police,local_police,IN,18,Indiana,,0,1
1042,Sweetwater Police Department,local_police,TX,48,Texas,TX17703,1,2
1430,Sylvania Township Police Department,local_police,OH,39,Ohio,OH04806,1,3
2920,Sylvester Police Department,local_police,GA,13,Georgia,GA15901,1,1
1122,Syracuse Police Department,local_police,NY,36,New York,NY03301,1,7
492,Syracuse Police Department,local_police,UT,49,Utah,UT00612,1,1
475,Tacoma Police Department,local_police,WA,53,Washington,WA02703,1,14
609,Tahlequah Police Department,local_police,OK,40,Oklahoma,OK01101,1,3
780,Talladega County Sheriff's Office,sheriff,AL,01,Alabama,AL06100,1,2
311,Tallahassee Police Department,local_police,FL,12,Florida,FL03703,1,7
338,Tallapoosa County Sheriff's Department,sheriff,AL,01,Alabama,AL06200,1,1
3245,Tama County Sheriff's Office,sheriff,IA,19,Iowa,IA08600,1,1
295,Tampa Police Department,local_police,FL,12,Florida,FL02902,1,11
1454,Taney County Sheriff's Office,sheriff,MO,29,Missouri,MO10700,1,1
2180,Tangipahoa Parish Sheriff's Department,sheriff,LA,22,Louisiana,LA05300,1,5
981,Taos County Sheriff's Department,sheriff,NM,35,New Mexico,NM02900,1,2
25315,Taos Police Department,local_police,NM,35,New Mexico,NM02901,1,1
3312,Taos Pueblo Police Department,local_police,NM,35,New Mexico,NM0290100,1,2
400,Tarboro Police Department,local_police,NC,37,North Carolina,NC03302,1,2
25320,Tarentum Borough Police Department,local_police,PA,42,Pennsylvania,PA00292,1,1
1790,Tarpon Springs Police Department,local_police,FL,12,Florida,FL05218,1,2
547,Tarrant County Sheriff's Department,sheriff,TX,48,Texas,TX22000,1,2
1929,Tate County Sheriff's Office,sheriff,MS,28,Mississippi,MS06900,1,2
2560,Tattnall County Sheriff's Department,sheriff,GA,13,Georgia,GA13200,1,1
25347,Taylor County Sheriff's Office,sheriff,FL,12,Florida,FL06200,1,1
1772,Taylor County Sheriff's Office,sheriff,TX,48,Texas,TX22100,1,1
25354,Taylor Mill Police Department,local_police,KY,21,Kentucky,KY05911,1,1
3413,Taylor Police Department,local_police,MI,26,Michigan,MI82775,1,1
25366,Taylorsville Police Department,local_police,UT,49,Utah,UT01839,1,3
2159,Tazewell County Sheriff's Office,sheriff,IL,17,Illinois,IL09000,1,1
85,Tehachapi Police Department,local_police,CA,06,California,CA01509,1,1
140,Tehama County Sheriff's Department,sheriff,CA,06,California,CA05200,1,3
3623,Tell City Police Department,local_police,IN,18,Indiana,IN06201,1,2
1248,Temecula Police Department,local_police,CA,06,California,CA03338,1,1
247,Tempe Police Department,local_police,AZ,04,Arizona,AZ00729,1,16
2212,Temple Police Department,local_police,TX,48,Texas,TX01407,1,4
2815,Temple Terrace Police Department,local_police,FL,12,Florida,FL02903,1,1
25415,Tennessee Bureau of Investigation,state_other,TN,47,Tennessee,TNTBI00,1,1
25435,Tennessee Drug Task Force,state_other,TN,47,Tennessee,TN00506;TN00603;TN00707;TN0070B;TN00907;TN01605;TN02204;TN02407;TN03003;TN05008;TN05807;TN05905;TN07920;TN08903,14,1
1880,Tennessee Highway Patrol,state_police,TN,47,Tennessee,TNTHP01,1,7
680,Terrebonne Parish Sheriff's Office,sheriff,LA,22,Louisiana,LA05500,1,5
377,Terre Haute Police Department,local_police,IN,18,Indiana,IN08401,1,5
515,Tewksbury Police Department,local_police,MA,25,Massachusetts,MA00943,1,1
3158,Texarkana Police Department,local_police,AR,05,Arkansas,AR04601,1,2
3453,Texas County Sheriff's Office,sheriff,MO,29,Missouri,MO10800,1,1
3541,Texas Department of Corrections,state_other,TX,48,Texas,,0,1
951,Texas Department of Public Safety,state_police,TX,48,Texas,TX00000;TX17704;TX18804,3,58
1101,Texas Highway Patrol,state_police,TX,48,Texas,,0,8
25602,Texas Parks and Wildlife Department,state_other,TX,48,Texas,,0,2
119,Texas Rangers,state_police,TX,48,Texas,,0,5
1996,The Colony Police Department,local_police,TX,48,Texas,TX06115,1,1
2431,The Dalles Police Department,local_police,OR,41,Oregon,OR03301,1,2
25665,Thermopolis Police Department,local_police,WY,56,Wyoming,WY00901,1,2
2870,The Village Police Department,local_police,OK,40,Oklahoma,OK05507,1,1
1838,Thomas County Sheriff's Office,sheriff,GA,13,Georgia,GA13600,1,3
1337,Thomaston Police Department,local_police,CT,09,Connecticut,CT00140,1,1
1184,Thornton Police Department,local_police,CO,08,Colorado,CO00104,1,11
2951,Thornton Police Department,local_police,NH,33,New Hampshire,NH00572,1,1
969,Thurston County Sheriff's Office,sheriff,WA,53,Washington,WA03400,1,5
1737,Tiffin Police Department,local_police,OH,39,Ohio,OH07402,1,2
1296,Tigard Police Department,local_police,OR,41,Oregon,OR03404,1,2
3381,Tillamook County Sheriff's Office,sheriff,OR,41,Oregon,OR02900,1,2
2507,Timberville Police Department,local_police,VA,51,Virginia,VA08207,1,2
889,Tippecanoe County Sheriff's Department,sheriff,IN,18,Indiana,IN07900,1,2
3390,Tipton County Sheriff's Office,sheriff,TN,47,Tennessee,TN08400,1,3
1119,Tishomingo County Sheriff's Office,sheriff,MS,28,Mississippi,MS07100,1,1
2153,Tishomingo Polce Department,local_police,OK,40,Oklahoma,OK03501,1,1
1444,Titusville Police Department,local_police,FL,12,Florida,FL00511,1,3
1308,Tiverton Police Department,local_police,RI,44,Rhode Island,RI00305,1,1
3510,Toccoa Police Department,local_police,GA,13,Georgia,GA12701,1,1
1867,Toledo Police Department,local_police,OH,39,Ohio,OH04807,1,12
574,Tomball Police Department,local_police,TX,48,Texas,TX10123,1,1
1689,Toms River Police Department,local_police,NJ,34,New Jersey,NJ01507,1,1
1673,Tooele County Sheriff's Department,sheriff,UT,49,Utah,UT02300,1,1
2917,Tooele Police Department,local_police,UT,49,Utah,UT02301,1,1
259,Topeka Police Department,local_police,KS,20,Kansas,KS08901,1,8
2502,Toppenish Police Department,local_police,WA,53,Washington,WA03903,1,1
3391,Topsham Police Department,local_police,ME,23,Maine,ME01202,1,1
3278,Torrance County Sheriff's Office,sheriff,NM,35,New Mexico,NM03000,1,4
1507,Torrance Police Department,local_police,CA,06,California,CA01972,1,6
3635,Town of Niagara Police Department,local_police,NY,36,New York,NY03155,1,1
3137,Town of Wallkill Police Department,local_police,NY,36,New York,NY03578,1,1
25933,Trainer Borough Police Department,local_police,PA,42,Pennsylvania,PA02334,1,1
25,Transylvania County Sheriff's Department,sheriff,NC,37,North Carolina,NC08800,1,1
3574,Travis County Sheriff's Office,sheriff,TX,48,Texas,TX22700,1,3
533,Trenton Police Department,local_police,MI,26,Michigan,MI82783,1,1
2216,Trenton Police Department,local_police,NJ,34,New Jersey,NJ01111,1,2
2925,Trigg County Sheriff's Office,sheriff,KY,21,Kentucky,KY11100,1,1
435,Trinidad Police Department,local_police,CO,08,Colorado,CO03601,1,4
3120,Trinity County Sheriff's Office,sheriff,CA,06,California,CA05300,1,1
1472,Trinity County Sheriff's Office,sheriff,TX,48,Texas,TX22800,1,1
1819,Trotwood Police Department,local_police,OH,39,Ohio,OH05712,1,2
2209,Troup County Sheriff's Office,sheriff,GA,13,Georgia,GA14100,1,3
2143,Troy Police Department,local_police,MI,26,Michigan,MI63784,1,1
738,Troy Police Department,local_police,NY,36,New York,NY04102,1,2
2261,Trumann Police Department,local_police,AR,05,Arkansas,AR05602,1,1
649,Trumbull County Sheriff's Office,sheriff,OH,39,Ohio,OH07800,1,2
1276,Tualatin Police Department,local_police,OR,41,Oregon,OR03412,1,2
397,Tucson Police Department,local_police,AZ,04,Arizona,AZ01003,1,41
2219,Tucumcari Police Department,local_police,NM,35,New Mexico,NM02001,1,1
1404,Tukwila Police Department,local_police,WA,53,Washington,WA01723,1,1
873,Tulare County Sheriff's Department,sheriff,CA,06,California,CA05400,1,11
2106,Tulare Police Department,local_police,CA,06,California,CA05406,1,2
2707,Tularosa Police Department,local_police,NM,35,New Mexico,NM01902,1,1
2364,Tullahoma Police Department,local_police,TN,47,Tennessee,TN01602,1,1
46,Tulsa County Sheriff's Office,sheriff,OK,40,Oklahoma,OK07200,1,2
1313,Tulsa Police Department,local_police,OK,40,Oklahoma,OK07205,1,37
2817,Tuolumne County Sheriff's Office,sheriff,CA,06,California,CA05500,1,4
1302,Tupelo Police Department,local_police,MS,28,Mississippi,MS04101,1,3
26077,Tuscaloosa County Sheriff's Office,sheriff,AL,01,Alabama,AL06300,1,2
734,Tuscaloosa Police Department,local_police,AL,01,Alabama,AL06301,1,4
3629,Tuscarawas County Sheriff's Office,sheriff,OH,39,Ohio,OH07900,1,3
2737,Tuscumbia Police Department,local_police,AL,01,Alabama,AL02002,1,3
1741,Tustin Police Department,local_police,CA,06,California,CA03022,1,3
3604,Twin Falls County Sheriff's Office,sheriff,ID,16,Idaho,ID04200,1,3
26101,Twin Falls Police Department,local_police,ID,16,Idaho,ID04202,1,1
758,Twinsburg Police Department,local_police,OH,39,Ohio,OH07714,1,1
2622,Two Rivers Police Department,local_police,WI,55,Wisconsin,WI03602,1,1
26118,Tyler County Sheriff's Office,sheriff,TX,48,Texas,TX22900,1,1
2940,Tyler Junior College Police Department,local_other,TX,48,Texas,TX21208,1,1
902,UC Merced Police Department,local_other,CA,06,California,,0,1
26348,Uintah County Sheriff's Office,sheriff,UT,49,Utah,UT02400,1,1
1425,Ukiah Police Department,local_police,CA,06,California,CA02303,1,1
3578,Umatilla Tribal Police Department,local_police,OR,41,Oregon,OR03012,1,1
1107,Unified Police Department of Greater Salt Lake,local_police,UT,49,Utah,UT01800,1,15
1035,Union City Police Department,local_police,CA,06,California,CA00113,1,1
2448,Union City Police Department,local_police,GA,13,Georgia,GA06006,1,1
249,Union County Sheriff's Department,sheriff,AR,05,Arkansas,AR07000,1,2
2517,Union County Sheriff's Department,sheriff,MS,28,Mississippi,MS07300,1,2
1885,Union County Sheriff's Department,sheriff,NC,37,North Carolina,NC09000,1,2
2372,Union County Sheriff's Department,sheriff,SC,45,South Carolina,SC04400,1,2
26393,Union County Sheriff's Office,sheriff,GA,13,Georgia,GA14400,1,1
3471,Union County Sheriff's Office,sheriff,OH,39,Ohio,OH08000,1,1
1887,Union Parish Sheriff's Department,sheriff,LA,22,Louisiana,LA05600,1,1
1804,Uniontown Police Department,local_police,OH,39,Ohio,OH07625,1,1
2813,Union Township Police Department,local_police,OH,39,Ohio,OH01316,1,1
1683,Union Township Police (Lawrence Co.),local_police,PA,42,Pennsylvania,PA03708,1,1
1775,United States Capitol Police,federal,DC,11,District of Columbia,,0,3
2859,United States Department of Veterans Affairs Police,federal,WI,55,Wisconsin,,0,1
26437,United States Park Police,federal,DC,11,District of Columbia,DCPPD0000,1,2
3425,United States Secret Service,federal,DC,11,District of Columbia,,0,1
2697,University City Police Department,local_police,MO,29,Missouri,MO09573,1,1
2278,University of California at Riverside Police,local_other,CA,06,California,CA03397,1,1
656,University of Cincinnati Police Department,local_other,OH,39,Ohio,OH03137,1,1
1478,University of Colorado Boulder Police Department,local_other,CO,08,Colorado,CO00705,1,1
26524,University of Nevada - Las Vegas Police Department,local_other,NV,32,Nevada,NV00210,1,1
966,University of North Texas Campus Police Department,state_police,TX,48,Texas,TX06111,1,1
1021,Upper Darby Police Department,local_police,PA,42,Pennsylvania,PA02337,1,2
1982,Upper Merion Township Police Department,local_police,PA,42,Pennsylvania,PA04629,1,2
26618,Upper Moreland Township Police Department,local_police,PA,42,Pennsylvania,PA04630,1,2
3030,Upper Perkiomen Police Department,local_police,PA,42,Pennsylvania,PA04650,1,2
1597,Upshur County Sheriff's Department,sheriff,TX,48,Texas,TX23000,1,1
1376,Upshur County Sheriff's Department,sheriff,WV,54,West Virginia,WV04900,1,2
3500,Upson County Sheriff's Office,sheriff,GA,13,Georgia,GA14500,1,1
1100,Urbandale Police Department,local_police,IA,19,Iowa,IA07704,1,1
1971,U.S. Border Patrol,federal,AZ,04,Arizona,AZINS0100;AZINS0200,2,5
2954,U.S. Border Patrol,federal,CA,06,California,CAINS0100;CAINS0200;CAINS0300,3,6
2613,U.S. Border Patrol,federal,NM,35,New Mexico,,0,4
3610,U.S. Border Patrol,federal,NY,36,New York,NYINS0100,1,1
2195,U.S. Border Patrol,federal,TX,48,Texas,TXINS0100;TXINS0200;TXINS0300;TXINS0400;TXINS0500;TXINS0600,6,9
60,U.S. Border Patrol,federal,WA,53,Washington,WAINS0100;WAINS0200,2,1
2493,U.S. Customs and Border Control,federal,CA,06,California,,0,1
1304,U.S. Customs and Border Patrol,federal,AZ,04,Arizona,,0,1
1372,U.S. Department of Homeland Security,federal,US,,,,0,4
2955,U.S. Federal Bureau of Investigation,federal,MI,26,Michigan,,0,2
2013,U.S. Forest Service,federal,AZ,04,Arizona,,0,1
2086,U.S. Immigration and Customs Enforcement,federal,AZ,04,Arizona,,0,2
428,U.S. Immigration and Customs Enforcement,federal,MI,26,Michigan,,0,1
2166,U.S. Immigration and Customs Enforcement,federal,TX,48,Texas,,0,1
2821,U.S. Marshals,federal,AR,05,Arkansas,,0,1
2909,U.S. Marshals,federal,GA,13,Georgia,,0,2
2688,U.S. Marshals District of Alaska,federal,AK,02,Alaska,,0,2
2594,U.S. Marshals Fugitive Task Force,federal,CA,06,California,,0,1
2894,U.S. Marshals Fugitive Task Force,federal,WA,53,Washington,,0,1
2706,"U.S. Marshals Fugitive Task Force, Florida",federal,FL,12,Florida,,0,2
3439,U.S. Marshals Service,federal,AK,02,Alaska,AKUSM0100,1,1
26242,U.S. Marshals Service,federal,AR,05,Arkansas,ARUSM0100;ARUSM0200;ARUSMFS00,3,1
2267,U.S. Marshals Service,federal,AZ,04,Arizona,AZUSM0100,1,9
1981,U.S. Marshals Service,federal,CA,06,California,CAUSM0100;CAUSM0200;CAUSM0300;CAUSM0400,4,4
2151,U.S. Marshals Service,federal,CO,08,Colorado,COUSM0100,1,1
26244,U.S. Marshals Service,federal,DC,11,District of Columbia,DCUSM0000;DCUSM0100,2,1
2062,U.S. Marshals Service,federal,FL,12,Florida,FLUSM0100;FLUSM0200;FLUSM0300,3,5
1399,U.S. Marshals Service,federal,GA,13,Georgia,GAUSM0100;GAUSM0200;GAUSM0300,3,3
3613,U.S. Marshals Service,federal,HI,15,Hawaii,HIUSM0100,1,1
3032,U.S. Marshals Service,federal,ID,16,Idaho,IDUSM0100,1,1
2054,U.S. Marshals Service,federal,IL,17,Illinois,ILUSM0100;ILUSM0200;ILUSM0300,3,6
3612,U.S. Marshals Service,federal,IN,18,Indiana,INUSM0100;INUSM0200,2,1
1155,U.S. Marshals Service,federal,KS,20,Kansas,KSUSM0100,1,2
3170,U.S. Marshals Service,federal,KY,21,Kentucky,KYUCM0100;KYUSM0200;KYUSMLV00,3,4
3356,U.S. Marshals Service,federal,LA,22,Louisiana,LAUSM0100;LAUSM0200,2,4
3023,U.S. Marshals Service,federal,MD,24,Maryland,MDUSM0100,1,2
26249,U.S. Marshals Service,federal,MI,26,Michigan,MIUSM0100;MIUSM0200,2,3
3130,U.S. Marshals Service,federal,MN,27,Minnesota,MNUSM0100,1,1
2080,U.S. Marshals Service,federal,MO,29,Missouri,MOUSM0100;MOUSM0200,2,7
2814,U.S. Marshals Service,federal,MS,28,Mississippi,MSUSM0100;MSUSM0200,2,1
2643,U.S. Marshals Service,federal,MT,30,Montana,MTUSM0100;MTUSM0200,2,4
2665,U.S. Marshals Service,federal,NC,37,North Carolina,NCUSM0100;NCUSM0200;NCUSM0300,3,5
3614,U.S. Marshals Service,federal,NE,31,Nebraska,NBUSM0100,1,1
26252,U.S. Marshals Service,federal,NJ,34,New Jersey,NJUSM0100,1,2
1114,U.S. Marshals Service,federal,NM,35,New Mexico,NMUSM0100,1,5
3615,U.S. Marshals Service,federal,NV,32,Nevada,NVUSM0100,1,1
2903,U.S. Marshals Service,federal,NY,36,New York,NYUSM0100;NYUSM0200;NYUSM0300;NYUSM0400,4,2
3084,U.S. Marshals Service,federal,OH,39,Ohio,OHUSM0100;OHUSM0200,2,6
